id,drug_id,sentence_index,sentences,DI1,DI2,DI3,DI4,DI5,DI6,DI7,DI8,DI9,DI10
10,effexorXR.103,10,My anxiety is much improved.,anxiety,,,,,,,,,
16,effexorXR.103,16,The main benefits for me are the reduction of anxiety and the improvement in my energy levels.,reduction of anxiety,,,,,,,,,
2,effexorXR.106,2,"I was diagnosed with ""double depression"".Started on 37.5 mg for about 2 weeks, no change, only very sleepy, missed worked, switched to taking at night, uppped to 75mg for a week or two, helped a little bit, I was at an extremely depressed point in my life before I started and it got me back to my ""regular"" state of derpression.",depressed,derpression,,,,,,,,
2,effexorXR.111,2,"My doctor said that Effexor would be the best drug for me since it is made to help depression and anxiety, both of which I have.",depression,anxiety,,,,,,,,
3,effexorXR.111,3,It didn't help my anxiety at all but I definitely felt less depressed while on it.,depressed,,,,,,,,,
2,effexorXR.114,2,effexor xr works well for my depression & anxiety.,depression,anxiety,,,,,,,,
7,effexorXR.119,7,"I don't lose my temper, go into ranting raging fits anymore.",ranting raging fits,,,,,,,,,
9,effexorXR.122,9,"However, I worry about the day when I decide to go off of them and determine if my depression is more chronic or clinical.",depression,,,,,,,,,
5,effexorXR.124,5,"I used to panic while driving, worried about what other drivers thought of me, I couldn't function at work or with my coworkers, I didn't want to get out of bed in the morning.",panic while driving,worried,could not functioning at work,didn't want to get out of bed,,,,,,
3,effexorXR.125,3,I am able to socialize with people without any anxiety.,anxiety,,,,,,,,,
5,effexorXR.125,5,"As for the depression, it is gone and i'm able to function as a happy human being.",depression,,,,,,,,,
5,effexorXR.126,5,"I dont have fits of rage anymore, I am calm when things happen and that way I deal with them better.",fits of rage,,,,,,,,,
7,effexorXR.128,7,I can live with a few side effects as long as it cures my depression.,depression,,,,,,,,,
3,effexorXR.131,3,"When I have gone off the medication, the depression and anxiety is so awful.",depression,anxiety,,,,,,,,
4,effexorXR.133,4,This has done wonders for my extreme sensitivity and irritability.,extreme sensitivity ,irritability,,,,,,,,
5,effexorXR.133,5,Anxiety and social anxiety virtually gone.,Anxiety,social anxiety,,,,,,,,
3,effexorXR.136,3,"Cured my anxiety and depression wonderfully, stopping the tablets is the difficult part.",,depression,,,,,,,,
9,effexorXR.138,9,I pray that this helps and I can overcome my depression and anxiety.,depression,anxiety,,,,,,,,
2,effexorXR.139,2,This is an excellent medication for anyone who has a depressiv or anxiety disorder.,depressiv,anxiety disorder,,,,,,,,
2,effexorXR.140,2,"Was on this for several years, had back surgery and wanted to quit Effexor because I was no longer depressed or in pain.", depressed,pain,,,,,,,,
12,effexorXR.140,12,"Overall, Effexor did very well relieving my depression.",depression,,,,,,,,,
13,effexorXR.140,13,"It helped keep migraines at bay and I had tolerable, minimal side effects.",migraines,,,,,,,,,
16,effexorXR.140,16,"My pain increased tremendously and I was a basket case emotionally with crying, etc I had to go back on the Effexor and make an appointment with my prescriber to find something to cover me for when I have the myelogram.",crying,,,,,,,,,
8,effexorXR.141,8,"I have had recurring depressive episodes since childhood, and this is the second time I have tried anti-depressants.", recurring depressive episodes,,,,,,,,,
1,effexorXR.142,1,At 37.5mg my depression is controlled.,depression,,,,,,,,,
2,effexorXR.142,2,I will experience episodes of depression but it's manageable., episodes of depression,,,,,,,,,
4,effexorXR.142,4,"For me, this medication manages my depression if I take it at a low dose.",depression,,,,,,,,,
2,effexorXR.145,2,Other than that it has helped enormounsly with my depression.,depression,,,,,,,,,
3,effexorXR.153,3,Greatly improved my depression in a month or so after fluoxetine only gave a slight improvement.,depression,,,,,,,,,
4,effexorXR.155,4,"Generally seems to doing a good job with mood, though I'm not impressed with the sleep issues (couldn't sleep.",doing a good job with mood,,,,,,,,,
6,effexorXR.156,6,Am taking 225 mg Still occassional anxiety but much better.,occassional anxiety,,,,,,,,,
6,effexorXR.159,6,"It did work well for my depression, but reading these make me wonder about other things that have been going on - like the pins & needles I attributed to some other mystery.",depression,,,,,,,,,
3,effexorXR.161,3,I was suicidal before I started taking it.,suicidal,,,,,,,,,
5,effexorXR.163,5,The medication did wonders for my anxiety and depression problems which seem to not have returned once stopping the medication.,anxiety,depression,,,,,,,,
10,effexorXR.166,10,It lifted my spirits at a time when I could barely say a word for days because my mind was so blank.,could barely say a word for days,mind was so blank,,,,,,,,
4,effexorXR.174,4,"It makes me feel normal again, and I suffer from extremely severe depression.",extremely severe depression,,,,,,,,,
4,effexorXR.176,4,My manic depression has driven to do things any normal person would never even think of doing and it seems as though I cannot live without the medicine.,manic depression,,,,,,,,,
5,effexorXR.176,5,I think I may have to have my dosage up'd to the next level because the bad dreams and sudden outbursts are coming back I've noticed.,bad dreams,sudden outbursts,,,,,,,,
8,effexorXR.177,8,has aken away all my anxiety and depression.,anxiety,depression,,,,,,,,
7,effexorXR.179,7,Much better than constant bickering with hubby and occasional temper tantrums where I threw and broke things :(., temper tantrums,threw things,broke things,,,,,,,
1,effexorXR.180,1,"Night Sweats, Restless Legs, Take 150mg, and that, along with Provigil that I started a bit later, appear to have given my regular epilepy meds a push to stop my seizures, that were previously at 4-5 a day.",seizures,,,,,,,,,
1,effexorXR.181,1,"started 2 years ago for depression, panic attacks and social anxiety.",depression,panic attacks,social anxiety,,,,,,,
4,effexorXR.181,4,I stopped over analyzing everything.,over analyzing ,,,,,,,,,
1,effexorXR.182,1,"This medicine has helped me so much, My anxiety, depression, and panic attacks are gone.",anxiety,depression,panic attacks,,,,,,,
3,effexorXR.184,3,Tried Effexor XR and depression gone (only normal ups and downs).,depression,,,,,,,,,
4,effexorXR.188,4,It has worked wonderfully for my panic attacks.,panic attacks,,,,,,,,,
6,effexorXR.191,6,"I still get blue moods, but am able to focus and work through them.",blue moods,,,,,,,,,
2,effexorXR.199,2,"I have been on an antidepressant for 18 years, most have worked (except for welbutrin) and I switched around to avoid side effects from some and to try to get better relief of anxiety.",anxiety,,,,,,,,,
4,effexorXR.199,4,"Effexor has worked for my depression very well, would not be alive without it.",depression,,,,,,,,,
10,effexorXR.201,10,It's potency and side effects can be a nasty surprise for anyone who is taking it for mild depression.,depression,,,,,,,,,
17,effexorXR.201,17,"If the side effects are worse than the depression, you're on the wrong drug.",depression,,,,,,,,,
7,effexorXR.202,7,I was very happy in how it dealt with my depression.,depression,,,,,,,,,
9,effexorXR.204,9,The highs and lows I used to experience dissipated; I didn't well up with emotion at the drop of a hat; I finally felt in some sort of control over my emotional state.,highs and lows I used to experience,well up with emotion at the drop of a hat,finally felt in some sort of control over my emotional state,,,,,,,
12,effexorXR.204,12,"I no longer carry the feeling that I am worthless and useless (despite having a ph,d.and a good career) and the world would be a better place without me.",worthless,useless,,,,,,,,
2,effexorXR.206,2,Before taking effexor I had severe depression & anxiety.,severe depression,anxiety,,,,,,,,
4,effexorXR.207,4,"I am in control of my emotions, and I think I see things the way they actually are, rather than skewed by depression and anxiety, However, I've experienced several instances when I forgot to take my EffexorXR when I went to bed (which is when I take it with vitamins)-and by the time I woke up in the morning.",depression,anxiety,,,,,,,,
2,effexorXR.210,2,Coping with these side effects is nothing compared to coping with severe depression.,severe depression,,,,,,,,,
5,effexorXR.210,5,"I often wonder whether these medications ""pooping out"" for about 30% of people is a clue to the underlying biological cause of depression, Ultimately, I'd like to find others that work so I can switch between them when one stops working, However, I'm yet to find another one that works.",depression,,,,,,,,,
4,effexorXR.213,4,That was about three years ago and I am just starting back up on this drug again after a relapse of depression.,depression,,,,,,,,,
9,effexorXR.213,9,"I also got my appetite back and managed to put on the weight I had lost as a result of my anxiety, Overall.",got my appetite back,weight I had lost,anxiety,,,,,,,
15,effexorXR.213,15,"It may be depression and medication can help, whether it is Effexor XR or another drug.",depression,,,,,,,,,
1,effexorXR.216,1,"used to be so depressed and anxious, that I didn't want to leave the How.",depressed,anxious,,,,,,,,
3,effexorXR.219,3,Depression returned so I went back on at 75MG /day and instantly felt better.,depression,,,,,,,,,
4,effexorXR.219,4,The side effects are far less hassle than being in my dark depression,depression,,,,,,,,,
6,effexorXR.220,6,"I read the symptoms of depression now, and can't believe that I felt like that 5 months ago.",depression,,,,,,,,,
8,effexorXR.223,8,"I have not have a depressed moment since I've been on it, approx, 8 months.",depressed,,,,,,,,,
2,effexorXR.224,2,"I almost lost everyone in my life that I loved and cared for simply because I let the pain of depression eat away at me and my relationships with others, This medicine's side effects are not as bad as living a life filled with doubt.",lost everyone in my life,depression,eat away at my relationships with others,life filled with doubt,,,,,,
3,effexorXR.224,3,I can still have emotions and feelings but not in the roller coaster effect that I once lived with.,roller coaster effect,,,,,,,,,
6,effexorXR.226,6,No longer have crying jags.,crying jags,,,,,,,,,
7,effexorXR.226,7,Able to deal with anxiety better.,anxiety,,,,,,,,,
8,effexorXR.226,8,Able to handle stress better and to look at the bigger picture before I would just jump off the deep end.,stress,jump off the deap end,,,,,,,,
4,effexorXR.227,4,I have been taking 75mg dosage for a year now and it has greatly improved my depression.,depression,,,,,,,,,
5,effexorXR.227,5,The negative obsessive thoughts playing over and over in my head have disappeared completely.,negative obsessive thoughts,,,,,,,,,
8,effexorXR.227,8,I no longer have that sense of dread every morning and I am able to handle the stress of daily life.,sense of dread,,,,,,,,,
