id,drug_id,sentence_index,sentences,SSI1,SSI2,SSI3,SSI4,SSI5,SSI6,SSI7,SSI8,SSI9,SSI10
447,cymbalta.55,5,"No discernible effect on the depression after 8 weeks at recommended therapeutic dosage of 60 mg/day, at which point we decided that due to the already-present undesirable side effects, it would be a bad idea to try increasing the dose further.",depression,,,,,,,,,
448,cymbalta.56,1,don't know if my problems were because I wasn't depressed (I was misdiagnosed with depression when my problems were Claritin side effects).,depression,Claritin side effects,,,,,,,,
449,cymbalta.62,1,Did not help my depression and caused me to have suicidal thoughts.,depression,,,,,,,,,
450,cymbalta.64,3,"I went on it to calm me down a bit, I am very anxious, and it has done the opposite.",very anxious,,,,,,,,,
451,cymbalta.65,7,"My feelings of depression, which Cymbalta was supossed to fix, were increased and I found myself contemplating sucidial or destructive actions a lot.",depression,,,,,,,,,
452,cymbalta.69,2,"Then as time went over the past few months, since no improvement in depression Doctor upped dose to 120mg, I feel more like an emotional zombie.",depression,,,,,,,,,
453,cymbalta.69,3,Depression and fatigue still there.,Depression,fatigue,,,,,,,,
454,cymbalta.69,6,Had lost 50lbs on my own dieting prior to meds and now gained back 30lbs which adds to my feeling down.,feeling down,,,,,,,,,
455,cymbalta.69,7,No thoughts of suicide just deeper depression.,suicide,deeper depression,,,,,,,,
456,cymbalta.69,9,"My fatigue and down time is still present, no suicide thoughts but just NO enjoyment in anything.", fatigue,down time,suicide thoughts,,,,,,,
457,cymbalta.70,5,"However, the depression and moodiness quickly returned and my psychiatrist decided to try Cymbalta.",depression ,moodiness,,,,,,,,
458,cymbalta.70,8,I have a tendency toward seasonal affect disorder and cymbalta has not done anything to improve this., seasonal affect disorder,,,,,,,,,
459,cymbalta.70,10,"Further, I suffer from PMS and Prozac was highly effective for relieving those symptoms.",PMS,,,,,,,,,
460,cymbalta.72,5,I have never in my life had such a hard time getting motivated (even with anxiety and depression)., anxiety,depression,,,,,,,,
461,cymbalta.73,1,"changed from effexor, which solved my depression and anxiety, because I started sleeping all of the time after being on it for about 10 months.",depression,anxiety,,,,,,,,
462,cymbalta.73,2,Cymbalta did not solve my sleepiness and just added many uncomfortable side effects.,sleepiness,,,,,,,,,
463,cymbalta.74,2,Initially helped with depression but after a while just felt spaced out and tired all the time.,depression,,,,,,,,,
464,cymbalta.75,2,I have given this drug an adequate trial time and I feel that it has not helped my depression.,depression.,,,,,,,,,
465,cymbalta.76,4,"I had impulsivity, I think just to see if I could get some feeling.","impulsivity,",,,,,,,,,
466,cymbalta.77,2,I liked that it made me seem emotionally detached events happened that would normally make me burst into tears but with Cymbalta I was emotionally free.,burst into tears,,,,,,,,,
467,cymbalta.78,6,After about 4 days on this med I n oticed a definite uplift in my mood and my anxiety was a little lower.,anxiety,,,,,,,,,
468,cymbalta.78,11,I have to admit that my anxiety is not as bad and my depression is not as bad.,anxiety,depression,,,,,,,,
469,cymbalta.78,12,I don't cry as much which is a bonus but I do feel like crying at times during the day and I really hoped to be feeling much much better at the 11 week stage.,feel like crying at times,,,,,,,,,
470,cymbalta.79,16,I don't think it is an anxiety drug though.,anxiety,,,,,,,,,
471,cymbalta.82,1,Cymbalta made my nervousness and depression worse!,nervousness,depression,,,,,,,,
472,cymbalta.83,8,"Yes, it did take the anxiety away, but it's making mashed potatoes out of my brain.",anxiety,,,,,,,,,
473,cymbalta.84,2,"I feel sluggish,unmotivated,and still have depression,aniexty and pain.",depression,anxiety,pain,,,,,,,
474,cymbalta.89,4,I went on Cymbalta for my Depression/Fibromyalgia., Depression,fibromyalgia,,,,,,,,
475,cymbalta.89,5,I also have Chronic Fatigue Syndrome so my Dr. was hoping it would lift my depression and help me to regulate my sleep cycle and get up earlier in the morning.,depression,regulate my sleep cycle,get up earlier in the morning,,,,,,,
476,cymbalta.89,9,There were times where it made me feel even more anxious than I already was.,anxious,,,,,,,,,
477,cymbalta.89,10,The one thing I did notice is it controlled my ruminating which was a bit of a relief.,ruminating,,,,,,,,,
478,cymbalta.89,11,"However, I felt no better in regards to my depression.",depression,,,,,,,,,
479,cymbalta.90,1,"Less depression, although still had low-moderate level at times, but couldn't ""feel"" much of anything.",depression,depression,low-moderate level at times,,,,,,,
480,cymbalta.92,2,"I thought this was supposed to help depression, I think it made it worse!",depression,,,,,,,,,
481,cymbalta.92,3,"After reading the other posts here, I can now see what I thought was signs of depression is actually side effects of the drug.",depression,,,,,,,,,
482,cymbalta.94,2,"I'm in the middle of weaning from Effexor XR and adding Cymbalta, since becoming more depressed and anxious recently.",depressed ,anxious,,,,,,,,
483,cymbalta.94,5,"My doctor recommended switching the Eff to Cymbalta, because of this deeper, developing depression.",depression,,,,,,,,,
484,cymbalta.95,2,"For the first 3 weeks, life was getting a lot easier and I started to hope that I was going to come out of that long tunnel of depression.",depression,,,,,,,,,
485,cymbalta.95,6,"It took me a full 12 weeks to fully realize how delusional I had become (as opposed to moderately depressed but not delusional, before taking Cymbalta.)",delusional,delusional,,,,,,,,
486,cymbalta.95,13,It really works great on depression.,depression,,,,,,,,,
487,cymbalta.96,1,"weight gain (50+ pounds) high blood pressure skin problems tiny wounds would not heal for months, frequently developed into skin infections (e. g. from acne) immune system problems loss of interest in all activities loss of interest in relationships extreme fatigue wanted to sleep all the time could not feel happiness or joy continued to feel depression, have suicidal thoughts under stress .",depression,,,,,,,,,
488,cymbalta.97,2,"Cymbalta makes me very tired and listless,which in turn made me gain weight, which in turn made me feel more depressed.",depressed,,,,,,,,,
489,cymbalta.97,4,"Not suicidal anymore, but I don't think Cymbalta had anything to do with that.",suicidal,,,,,,,,,
490,cymbalta.98,7,"Also, it seems as though this drug isn't a great treatment for anything other than depression/axiety.", depression,anxiety,,,,,,,,
491,cymbalta.99,2,Really worked great on my general pain & depression., general pain,depression,,,,,,,,
492,cymbalta.99,3,"Had it not been for the one side effect, I'd likely have continued it indefinitely for Fibro Pain & Depression.",Fibro Pain,depression,,,,,,,,
493,cymbalta.102,2,it helps w/the depression but I still feel pretty lousy - just bounce back a little easier,depression,,,,,,,,,
494,cymbalta.104,8,"Cymbalta has helped with depression, but I've had better success with much less, unpleasant side effects from other medications, and soon I will be switching back.",depression,,,,,,,,,
495,cymbalta.105,8,It helps depression but beware of the horrible withdrawals.,depression,,,,,,,,,
496,cymbalta.110,7,still very depressed.,depressed,,,,,,,,,
497,cymbalta.111,3,"I have found Cymbalta to be helpful in reducing my anxiety, but not as effective for my chronic depression.",anxiety, chronic depression,,,,,,,,
498,cymbalta.111,4,"Before, I was starting to drink a glass or 2 of wine at night to reduce my anxiety.",anxiety,,,,,,,,,
499,cymbalta.111,5,Now I don't feel any need to drink to reduce anxiety anymore.,anxiety,,,,,,,,,
500,cymbalta.111,6,"As for depression, I took prozac years ago, and found that much more effective in eliminating my depression.",depression,depression,,,,,,,,
501,cymbalta.111,9,"So I still get the good feelings, which I like, but unfortunately I also still get the depression.",depression,,,,,,,,,
502,cymbalta.118,4,"Due to my depression, I am always fatigued so that part doesn't bother me.",depression,fatigue,,,,,,,,
503,cymbalta.120,10,"The drug has helped with the depression, however the side effects are awful.",depression,,,,,,,,,
504,cymbalta.124,3,and i saw no differneces in my depression but my mom said i was a little happier.,depression,,,,,,,,,
505,cymbalta.125,2,Cymbalta definitely helped with the depression., depression,,,,,,,,,
506,cymbalta.125,4,"It's been somewhat effective with the anxiety, but I find valium works much better for that.",anxiety,,,,,,,,,
507,cymbalta.128,6,"I like the overall way I feel - not too pumped up but not depressed, but the lack of sleep has led me to yet another failed medication.",depressed,,,,,,,,,
508,cymbalta.129,2,Cybalta definitely helped with my depression but the side effects really took a toll on me after only a week.,depression,,,,,,,,,
509,cymbalta.130,4,Pain in minimal though and I feel less anxious and depressed.,anxious , depressed,,,,,,,,
510,cymbalta.131,3,I tried Cymbalta at difference dosages and my general impression when I was taking 30mg and later 60mg day was that Cymbalta helped a great deal for my anxiety- I just felt in control again and stupid chores didn't seem like such a big deal anymore.,felt in control again,stupid chores didn't seem like such a big deal,,,,,,,,
511,cymbalta.131,7,"Despite helping with anxiety, I just didn't feel like my mood was lifted sufficiently and that I almost didn't feel like myself anymore- almost just too calm (where I like certain of my manic traits).",didn't feel like my mood was lifted sufficiently,,manic,,,,,,,
512,cymbalta.133,2,"it only somewhat works,i still need to take buspar to help relieve residual anxiety",residual anxiety,,,,,,,,,
513,cymbalta.134,8,"However, I have no anxiety while taking the medication.",anxiety,,,,,,,,,
514,cymbalta.134,10,Helped me with anxiety.,anxiety,,,,,,,,,
515,cymbalta.134,11,I don't think anything helps with depression.,depression,,,,,,,,,
516,cymbalta.136,3,"But after my body adjusted, I did notice quite a difference in my anxiety, and length of dressions bouts.",anxiety, dressions,,,,,,,,
517,cymbalta.136,4,"I have suffered from anxiety (anxiety attacks), bouts of depression, sadness and anger since I was a young teen.",anxiety attacks,depression,sadness,anger,,,,,,
518,cymbalta.137,4,"I've gone years and years being depressed, sometimes severe sometimes moderately.",depressed,,,,,,,,,
519,cymbalta.142,3,Cymbalta has helped quite a bit (along with therapy and some life style changes) to help me get through depression.,depression,,,,,,,,,
520,cymbalta.143,5,Coming out of such a paralyzing depression is worth it!,paralyzing depression,,,,,,,,,
521,cymbalta.143,8,"If I end up a fat, bald middle aged woman I do think my depression will return in a different way.",depression,,,,,,,,,
522,cymbalta.144,2,It has worked exceptionally well for my depression.,depression,,,,,,,,,
523,cymbalta.145,2,The dry mouth is very insignificant compared to depression.,depression,,,,,,,,,
524,cymbalta.145,3,For those people who do not understand why anyone would take these drugs with all the side effects YOU HAVE NEVER SUFFERED REAL DEPRESSION.,DEPRESSION,,,,,,,,,
525,cymbalta.150,5,All the anxiety and doom and gloom have just dissappeared.,doom,,gloom,,,,,,,
526,cymbalta.153,1,"HOrrible migraines but i have had migraines since early childhood,This medicine just caused more frequency and higher degree of pain with headaches,Best medicine for depression that i had ever taken and worked instantly.",migraines,depression,,,,,,,,
527,cymbalta.154,3,I feel like i did before the depression ever happened.,depression,,,,,,,,,
528,cymbalta.156,4,Up until now I have been taking Endep for the pain and neuropathy and Citropalapram for depression.,pain,neuropathy,depression,,,,,,,
529,cymbalta.156,8,"Having said that also, it saved my life as I was so bad before taking the drugs all I wanted to do was die to stop the dark depression and pain, so I think I have done well.",dark depression,pain,,,,,,,,
530,cymbalta.159,12,"Much improvement from the suicidal ideation, dysphoria, depression.",suicidal ideation, dysphoria, depression,,,,,,,
531,cymbalta.159,17,"For me, i noticed within 2 days that the rumination was all but ceased.",rumination,,,,,,,,,
532,cymbalta.160,2,"I had intense headaches for the first 3 days of taking Cymbalta, but then the depression ""fog"" cleared and I felt much less weighed down by my thoughts.","depression ""fog""",weighed down by my thoughts,,,,,,,,
533,cymbalta.160,5,"Overall, I have felt more like myself & much less depressed, but occassionally when I experience a setback, I don't dwell as much on my sad thoughts.",depressed,dwell on my sad thoughts,,,,,,,,
534,cymbalta.161,3,My depression has lifted a lot and the obsessive thinking about my breakup has diminished greatly.,depression,obsessive thinking,,,,,,,,
535,cymbalta.162,3,"I know longer feel tired in the afternoons, I no longer cry at the drop of a hat and I feel alert and focused.",feel tired,cry,,,,,,,,
536,cymbalta.162,4,"Prior to taking this, I was a trembling, sappy mess who could not think about holding a job.",trembling,sappy mess,could not think about holding a job,,,,,,,
537,cymbalta.164,1,had been terribly tired for months.,terribly tired ,,,,,,,,,
538,cymbalta.164,8,I don't feel as tired and I have not had all of the food cravings that I usually have.,tired,food cravings,,,,,,,,
539,cymbalta.166,7,After 7 months I do not feel any depression or anxiety but am not sure if I even need it anymore either., depression,anxiety,,,,,,,,
540,cymbalta.169,5,"I feel that it IS still working for the joint pain and somewhat for the depression, however, not as well as it was and I'd rather not increase the dosage.", joint pain,depression,,,,,,,,
541,cymbalta.169,8,I choose to stay on Cymbalta because of it's wonderful help with my joint pain., joint pain,,,,,,,,,
542,cymbalta.169,10,I had no idea that it was used for fibromyalgia patients and the lack of pain was noticed before the help with the depression.,fibromyalgia, pain ,depression,,,,,,,
543,cymbalta.171,3,"I have relief from major depression, anxiety, suicidal thoughts are becoming fewer, I also take 200 mg of zoloft which I find to be less affective compared to cymbalta.", major depression,anxiety,suicidal thoughts,,,,,,,
544,cymbalta.171,4,"Yesterday, Christmas day began with a crying episode that I could NOT shake for several hours that included hopelessness in a major way.", crying episode,hopelessness,,,,,,,,
545,cymbalta.171,5,I was Determined NOT to remain depressed so I first tried 1/2mg ativan followed by an additional dose of 60 mg of cymbalta.,depressed,,,,,,,,,
546,cymbalta.171,6,Gradually over 3 hrs the heavy dark shroud of miserable depression began to fall away., miserable depression,,,,,,,,,
547,cymbalta.171,8,NO DEPRESSION,DEPRESSION,,,,,,,,,
548,cymbalta.171,14,"I will accept the annoying side affects if cymbalta continues to keep the grim reaper, depression and anxiety, OUT of lifejourney.",grim reaper,depression,anxiety,,,,,,,
549,cymbalta.172,1,"Immediately gave relief of peace, loss of depression, no more sadness, and overall terrible body pain disappeared.",depression,sadness,body pain,,,,,,,
550,cymbalta.172,5,"Don't know what to do, Don't want the depression or to have someone else step in to act ""on my best interest"" but need to resolve anxiety issues.",depression,anxiety,,,,,,,,
551,cymbalta.172,7,Is there a smaller dose than 30 mg that might lower the anxiety and sleepiness?,anxiety,sleepiness,,,,,,,,
552,cymbalta.173,4,I noticed a major improvement in my depression after 2 weeks.,depression,,,,,,,,,
553,cymbalta.173,7,This is the 4th antidepressant I've tried in the past 6 months & the first to give me any relief from my depression.,depression,,,,,,,,,
554,cymbalta.174,5,"I gained an additional 20lbs I am fatigued, have fluid retention, my pain has broken through again and my depression has come back.",pain,depression,,,,,,,,
555,cymbalta.174,7,"To sum it up, Cymbalta is a good medicine to try if nothing else is helping and especially if you have fibro and depression.",fibro,depression,,,,,,,,
556,cymbalta.176,3,"It has been powerful at curing anxiety, depression and mental clutter.",anxiety,depression,mental clutter,,,,,,,
557,cymbalta.177,7,I have found that this has helped my depression and anxiety very much.,depression,anxiety,,,,,,,,
558,cymbalta.177,8,"I no longer have suicidal thoughts (which i had lived with for fifteen years), I no longer am extremely anxious and negative.",suicidal thoughts,extremely anxious, negative,,,,,,,
559,cymbalta.177,9,It has not helped my hypersomnia - I can still sleep for up to 14 hours a day.,hypersomnia,sleep for up to 14 hours a day,,,,,,,,
560,cymbalta.177,10,Am looking at changing my meds (I also take a small dose of Lamictal every day) as I am very unmotivated and slightly depressed at the moment but I think t could be to do with my life circumstances which aren't great right now., unmotivated,slightly depressed,,,,,,,,
561,cymbalta.179,2,"Works great for my depression, but caused excessive hunger leading to a 30 lb weight gain in 2 years.",depression,,,,,,,,,
562,cymbalta.183,1,"On 60 mg, took away depression, took away anger 'Lizzie Borden' complex.",depression,anger,,,,,,,,
563,cymbalta.183,2,"On 120 mg 11 months later, depression has lifted and general anxiety has decreased overall, but I feel like I am always 'shaking' and 'cannot breathe', and I cannot sleep any longer than 3 hours per night.", depression,general anxiety,shaking,cannot breathe,cannot sleep any longer than 3 hours per night,,,,,
564,cymbalta.183,4,It also greatly lessened what I have heard called the 'Lizzy Borden' complex ( extreme anger and outbursts).,extreme anger,outbursts,,,,,,,,
565,cymbalta.183,5,"I am bi-polar, and have also taken Lamictal 100 mg once per day on and off in the past.",bi-polar,,,,,,,,,
566,cymbalta.183,6,"In the past two weeks however, my mood really dropped, and I was feeling suicidal.",feeling suicidal,,,,,,,,,
567,cymbalta.185,1," Despite its side effects, I find cymbalta the best choice for Depression, Anhedonia and Insomnia due to GAD.",depression,anhedonia,insomnia,GAD,,,,,,
568,cymbalta.185,2,My GAD controlled my life since I couldn't handle any stressful situation but thanks to duloxetine I can have a normal life again I enjoy playing videogames/watching movies again.,GAD,couldn't handle any stressful situation,,,,,,,,
569,cymbalta.185,3,I can go out with friends again without suffering extreme anxiety I can sleep at night easily and naturally Overall it's a very good drug.,extreme anxiety,,,,,,,,,
570,cymbalta.186,1,"Insomnia, decreased appetite (though that's a good thing in my case; the depression had me overeating).",depression,,,,,,,,,
571,cymbalta.186,3,"I didn't realize how bad my depression was until looking back on it-I wasn't motivated to do anything, had paranoid delusions, was always achy and unwell, and was just generally unhappy.",depression,wasn't motivated to do anything,paranoid delusions,,achy,unwell,unhappy,,,
572,cymbalta.188,3,"Both my depression and anxiety have abated significantly, though there is some of both left (plus the tiredness, which I suspect could be depression-related).",depression,anxiety,tiredness,depression,,,,,,
573,cymbalta.190,7,I have fewer panic attacks.,panic attacks,,,,,,,,,
574,cymbalta.190,8,I don't get mad as easily as I did at my kids.,get mad ,,,,,,,,,
575,cymbalta.191,6,I don't explode when something stressful happens .,explode when something stressful happens,,,,,,,,,
576,cymbalta.192,5,I sometimes supplement with Lexapro 20mg if my depression or anxiety increases for more than a couple of weeks.,depression,anxiety,,,,,,,,
577,cymbalta.193,3,I was already taking Wellbutrin but the depression was the worst I had ever had and doctor added the cymbalta 30 mg a day.,depression,,,,,,,,,
578,cymbalta.194,6,Originally I was put on it with a view to ceasing after 6 months but I was terrified I'd revisit the horrible depression and anxiety so I stayed on it.,horrible depression,anxiety,,,,,,,,
579,cymbalta.196,2,love love love this medicine its made a tremendous difference in my life it doesnt really do anything for my pain but helps alot for my depression and moods.,pain,depression,,,,,,,,
580,cymbalta.199,2,"been on 120mg for 12 months, from being suicidal am now back at work full time, feeling normal again other than the side effects.",suicidal,,,,,,,,,
581,cymbalta.200,3,Cymbalta has definately helped me with nerve/muscle pain and with depression.,nerve/muscle pain,depression,,,,,,,,
582,cymbalta.202,5,Controls worst of my depression and anxiety.,depression,anxiety,,,,,,,,
583,cymbalta.204,2,I started taking Cymbalta for depression and also pain from interstitial cystitis and vulvodynia.,depression,pain,interstitial cystitis,,vulvodynia,,,,,
584,cymbalta.205,2,It has really helped with my depression.,depression,,,,,,,,,
585,cymbalta.206,1,been great for depression.,depression,,,,,,,,,
586,cymbalta.206,4,No longer on an emotional rollercoaster.,emotional rollercoaster,,,,,,,,,
587,cymbalta.206,5,"When I wake up sad, I don't spiral into a full blown depression.",full blown depression,,,,,,,,,
588,cymbalta.207,2,Really has helped my depression and know that I am a much happier person taking it but I HATE the weight gain and constipation.,depression,,,,,,,,,
589,cymbalta.208,2,"I WAS HAVING CHEST PAINS, MY BREATHING WAS SO MESSED UP THAT I WAS HYPERVENTALATING ALL THE TIME NOT TO MENTION PANIC ATTACKS.",BREATHING WAS SO MESSED UP,PANIC ATTACKS,,,,,,,,
590,cymbalta.208,3,THOUGHT I WAS GOING TO DIE UNTIL I STARTED TAKING CYBALTA.,WAS GOING TO DIE ,,,,,,,,,
591,cymbalta.208,6,"CHEST PAINS STARTED TO GO AWAY, MY BREATHING RETURNED TO NORMAL, WASNT CONSTANTLY WORRYING ABOUT MY HEALTH AND NOW AFTER 3 WEEKS OF TAKING IT I FEEL GREAT.",CHEST PAINS,breathing returned to normal,constanly worrying about my health,,,,,,,
592,cymbalta.209,2,Immediate relief from depression on the second afternoon.,depression,,,,,,,,,
593,cymbalta.210,7,For the first two weeks I had to take xanax every now and then until the cymbalta built up in my system to fight the anxiety.,anxiety,,,,,,,,,
594,cymbalta.210,9,"My mood is better, the anxiety is gone.",anxiety,,,,,,,,,
595,cymbalta.211,2,Was finally prescribed this after many years of depression.,depression,,,,,,,,,
596,cymbalta.214,7,"I went from having explosive mood swings, to being more easygoing and stable.",explosive mood swings,,,,,,,,,
597,cymbalta.214,9,I feel less needy and fearful of abandonment.,needy,fear of abandonment,,,,,,,,
598,cymbalta.215,5,I think Cymbalta eased my osteoarthritis pain a great deal., osteoarthritis pain,,,,,,,,,
599,cymbalta.216,16,I have been so depressed for the past 2 years and have not been myslef at sll.,so depressed,have not been myslef at sll,,,,,,,,
600,cymbalta.217,3,I was very depresed and suicidal.,very depresed,suicidal,,,,,,,,
601,cymbalta.219,6,"Fibro pain greatly reduced, energy up, sleep and dreaming wonderful after many years of not much of either.",Fibro pain,,,,,,,,,
602,cymbalta.220,8,"Now we've had to augment with Lamictal for regulating mood, because I'm going thu severe stress, and the combo is really helping me.", severe stress,,,,,,,,,
603,cymbalta.221,15,I am slowly getting my life back from severe depression.,severe depression,,,,,,,,,
604,cymbalta.221,20,"I've suffered with PMDD for years, and I always know when I am about to start when the PMDD starts up.",PMDD,PMDD,,,,,,,,
605,cymbalta.221,21,"I can get so depressed right before my period that I would be downright suicidal, cry uncontrollably, have passive aggressive tendencies, and that is gone.",depressed,suicidal,cry uncontrollably,,passive aggressive tendencies,,,,,
606,cymbalta.222,8,"I've suffered from GAD for quite a long time, and this drug works wonders.",GAD,,,,,,,,,
607,cymbalta.222,9,Things that I would obsess over before no longer are a concern.,Things that I would obsess,,,,,,,,,
608,cymbalta.223,2,After the two weeks the neuropathy pain subsided and had a loss of appetite which was a good thing for me.,neuropathy pain,,,,,,,,,
609,cymbalta.223,6,In the past I have taken zoloft which I could not tell that it helped with the depression.,depression,,,,,,,,,
610,cymbalta.223,7,My Doctor which me to cymbalta because of the neuropathy pain I was having.,neuropathy pain,,,,,,,,,
611,cymbalta.224,3,It has GREATLY reduced my level of anxiety and depression.,anxiety,depression,,,,,,,,
612,cymbalta.227,3,"After discussing this drug at great length with my Pdoc, reviewing the research, looking at brain scans etc, we decided this was my best option for managing PTSD symptoms associated with childhood s*xual abuse.",PTSD,childhood s*xual abuse,,,,,,,,
613,cymbalta.227,4,"I'd been on Effexor for 2 years with decent depression management, however it exacerbated my anxiety, caused sleeplessness & foggy-headedness.",anxiety,,,,,,,,,
614,cymbalta.227,5,"Since switching to Cymbalta, my depression & anxiety are very well managed.",depression,anxiey,,,,,,,,
615,cymbalta.228,2,Worked great on depression.,depression,,,,,,,,,
616,cymbalta.228,3,Waiting for it to kick in fully for anxiety.,anxiety,,,,,,,,,
617,cymbalta.229,3,"My anxiety levels are down,I'm calm,mental clutter is gone,sleeping better.",anxiety ,mental clutter,sleeping better,,,,,,,
618,cymbalta.229,4,Muscle pain from fibromalgia is reduced.,Muscle pain,fibromyalgia,,,,,,,,
619,cymbalta.229,5,Depression is gone.,Depression,,,,,,,,,
620,cymbalta.230,4,"After 2 weeks on this drug, the pain is gone.",pain,,,,,,,,,
621,cymbalta.230,5,I am also free of anxiety and my depression is lifting.,anxiety,depression,,,,,,,,
622,cymbalta.231,2,Saved both myself and my daughter from deep depression pretty quickly., deep depression,,,,,,,,,
623,EffexorXR.1,6,"I had terrible anxiety the whole time, the worst kind of anxiety I've ever experienced.",anxiety, anxiety ,,,,,,,,
624,EffexorXR.3,2,Sure it helps depression because it makes you not give a rats ass about anything!,depression,,,,,,,,,
625,EffexorXR.4,2,"The effexor worked great at first and then slowly i started to sleep more and feel more and more depressed, I also started having weird behavior.",depressed,,,,,,,,,
626,EffexorXR.5,1,"constipation, drastic mood swings, 100% helped my anxiety and panic.",anxiety,panic,,,,,,,,
627,EffexorXR.5,2,didnt do much for the depression.,depression,,,,,,,,,
628,EffexorXR.8,6,These numbers only added to my anxiety.,anxiety,,,,,,,,,
629,EffexorXR.11,2,"At first it was okay because I didn't feel as anxious as I usually did, Eventually, I began to have hand shakes and once in a while my body feels out of sync.",anxious,,,,,,,,,
630,EffexorXR.11,3,"I no have problems with anemia because I am always bleeding,Dr's have not suggested effexor as the culprit, but it is the only medicine I take and it will not go away.",anemia,,,,,,,,,
631,EffexorXR.12,6,"i USED TO FEEL WORRY, ANXIETY, DEPRESSION, NOW I FEEL NOTHING BUT ANGER TO THE SO CALLED PRO THAT PERSCRIBBED THIS",worry,anxiety,depression,,,,,,,
632,EffexorXR.14,2,I began The Drug From The Lower Pits Of Hell on the advice of my female OB/GYN who pushed it as something to help me through menopause difficulties.,menopause,,,,,,,,,
633,EffexorXR.21,6,The side effects alone make my previous bouts of depression seem pleasant.,depression,,,,,,,,,
634,EffexorXR.23,1,Effexor was awesome for relieving my depression!,depression,,,,,,,,,
635,EffexorXR.23,5,"If a person knew how awful the withdrawal was, they would keep searching for other answers to their depression.",depression,,,,,,,,,
636,EffexorXR.28,2,Had a massive marriage breakdown 3 years ago and my illness was untreated until.,massive marriage breakdown ,,,,,,,,,
637,EffexorXR.28,4,"2 months ago, started on EFFEXOR XR 75mg depression kept getting worse moved up to 150mg, more stable, dont cry any more.",depression,cry,,,,,,,,
638,EffexorXR.28,7,"Bipolar depression anxiety 95% erection and 95% orgasm, Heavy drinking night, 75% having an erection and 75% orgasm, Illegal drugs, Speed 85% erection and 10% orgasm, Bipolar depression anxiety 95% erection and 95% orgasm, Effexor XR 65% erection 2% orgasm even when trying for 4 hours plus!",Bipolar depression,anxiety,,,,,,,,
639,EffexorXR.29,1,"I felt as if i am in hell, it was so scary that i 'd rather be depressed and anxious.",depressed,anxious,,,,,,,,
640,EffexorXR.42,9,"the med made me more anxious than before , agitation, sleeplessness .",anxious,,,,,,,,,
641,EffexorXR.43,5,Not a good suggestion for depression. ,depression.,,,,,,,,,
642,EffexorXR.44,5,The depression wasn't as bad as the drug !,depression,,,,,,,,,
643,EffexorXR.45,7,The Effexor did work for my depression while taking Lamictal.,depression,,,,,,,,,
644,EffexorXR.46,2,i went from freaking out about every thing to couldn't care less.,freaking out about every thing ,,,,,,,,,
645,EffexorXR.47,4,My depression never got better while on this.,depression,,,,,,,,,
646,EffexorXR.48,4,I was only mildly depressed and had I known then what I know now about the withdrawals I never would have taken this.,mildly depressed,,,,,,,,,
647,EffexorXR.55,2,Made me even more suicidal.,suicidal,,,,,,,,,
648,EffexorXR.56,4,"I had to begin taking a different prescription (Lamictal) to counteract the side effects that it gave me for a couple months longer than I was on Effexor XR, and now they are TOLERABLE, but I still feel a social anxiety unlike anything I'd ever experience before.",social anxiety,,,,,,,,,
649,EffexorXR.58,5,Panic attacks came back.,Panic attacks,,,,,,,,,
650,EffexorXR.61,1,"Please do not take this drug, I started taking it for depression and after just 5 days my hair has fallen out at the front I now have a huge bald patch.",depression,,,,,,,,,
651,EffexorXR.66,2,"Felt flat and no interest in life, Didn't make me any happier or less anxious.",anxious,,,,,,,,,
652,EffexorXR.67,1,intense increase in anxiety and agitation.,anxiety,agitation,,,,,,,,
653,EffexorXR.67,2,seems that effexor caused an episode of hypomania with extreme anxiety resulting in increased depression; not a good mix for my condition; regime includes lithium (1500mg); lamictal (300mg); buspar (50mg); abilify (15mg), extreme anxiety ,depression,,,,,,,,
654,EffexorXR.68,2,"it helped with my depression and some with my anxiety, but i gained 35 lbs!",depression,anxiety,,,,,,,,
655,EffexorXR.68,4,"i have a history of eating disoders, so this did NOT help with that.",eating disoders,,,,,,,,,
656,EffexorXR.71,3,I would really caution anyone who wants to begin any drug for depression without first finding out all the facts of this medicine.,depression,,,,,,,,,
657,EffexorXR.72,1,trouble sleeping-still depressed.,depressed,,,,,,,,,
658,EffexorXR.74,9,"I would rather feel myself, and have anxiety than to feel like a zombie.",anxiety,,,,,,,,,
659,EffexorXR.77,2,"I confused the awful side effects for feeling more depressed & more anxious, so my doctor upped my dose.",depressed,"anxious,",,,,,,,,
660,EffexorXR.77,11,The only good thing that's happened from taking it is now I realize my anxiety & depression are not as insurmountable as I thought - being on Effexor IS!,anxiety,depression,,,,,,,,
661,EffexorXR.78,3,"It helped anxiety slightly, but made my depression worse in my eyes.",anxiety,depression,,,,,,,,
662,EffexorXR.80,1,"Increased fatigue, insomnia accompanied by increased nighttime anxiety, brain zaps, crying spells.","fatigue,",nighttime anxiety,,,,,,,,
663,EffexorXR.82,1,"sexual, no effect on anxiety, still moods swing, still irritable. ",mood swings,,irritable,,,,,,,
664,effexorXR.89,3,Promotes seizures.,seizures,,,,,,,,,
665,effexorXR.91,3,"It definitely alleviated my suicidal thoughts and after 2 months, I felt I was in a grey area rather than deep black.",suicidal thoughts,deep black,,,,,,,,
666,effexorXR.92,2,Intially worked great for pain.,pain,,,,,,,,,
667,effexorXR.93,5,"I stoped hating myself, and depression subsided.", hating myself,depression,,,,,,,,
