id,drug_id,sentence_index,sentences,ADR1,ADR2,ADR3,ADR4,ADR5,ADR6,ADR7,ADR8,ADR9,ADR10,ADR11,ADR12,ADR13,ADR14,ADR15,ADR16,ADR17,ADR18,ADR19,ADR20,ADR21,ADR22,ADR23,ADR24,ADR25,ADR26,ADR27,ADR28,ADR29,ADR30
1178,cymbalta.41,5,Now I have an erosive esophagus.,erosive esophagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,cymbalta.41,6,"My doctor at the time sent me to 2 ENT doctors a Rhuemotogist, went to ER in Dec and Jan. Forgot to mention stuffed up nose and constant cough.",stuffed up nose,constant cough,went to ER,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,cymbalta.41,7,"Changed my primary care Dr, had tests on my heart, ultra sound in legs, so now I have fast heart rate,poor circulation.",fast heart rate,poor circulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,cymbalta.41,10,Took it for 2 months and felt worse than ever.,Felt worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,cymbalta.41,13,"But I still have bad pain in my right arm, legs and feet, the pain is heaviness and electic shocks.",bad pain in my right arm,bad pain in legs,bad pain in feet,pain is heaviness,electic shocks,,,,,,,,,,,,,,,,,,,,,,,,,
1183,cymbalta.41,14,"The sweating stopped, I still have diarreha, and nausea and pain all over my body.",sweating stopped,diarreha,nausea,pain all over my body,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,cymbalta.42,1,"vivid dreams, nightmares, night sweats,loss of libido and ability to orgasm, constipation, occational brain zaps, weight loss then a ton of weight gain.",vivid dreams,nightmares,night sweats,loss of libido ,loss ability to orgasm,constipation,occational brain zaps,weight loss, a ton of weight gain,,,,,,,,,,,,,,,,,,,,,
1185,cymbalta.43,1,"10 lb weight gain, increased amt panic attacks, anxiety. ",10 lb weight gain,increased amt panic attacks,anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,cymbalta.44,1,"feel wired, feel homicidal/suicidal, agitated, no appetite, confused.",feel wired,feel homicidal,feel suicidal,agitated,no appetite,confused,,,,,,,,,,,,,,,,,,,,,,,,
1187,cymbalta.45,1,"After 2 weeks I had terrible acid reflux which I NEVER had before, constipation, stomach ache 24/7, then rectal bleeding which scared the heck out of me.",terrible acid reflux ,constipation,stomach ache 24/7,rectal bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,cymbalta.45,3,Because of the bleeding I had to go for a colonoscopy and have my stomach biopsied which showed it cause the lining of my stomach was inflammed.,bleeding,lining of my stomach was inflammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,cymbalta.45,5,"I was only on 20MG and it worked mentally but to this day, my gastro-intestinal system is screwed up.",gastro-intestinal system is screwed up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,cymbalta.47,1,Cymbalta has the same adverse side effects of the other SSRI medications and then some.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,cymbalta.47,2,"In fact, because of Cymbaltas adverse emotional reactions, the inherent inability to get an erection or orgasm that is more the norm in other SSRI medications appears to be even worse with this one.",inability to get an erection,inability to get an orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,cymbalta.47,3,"If that werent enough, it increases anxiety and thus has less value as an anti-depressant.",increases anxiety ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,cymbalta.47,4,"Yet what was even more profound, I found that I was in a state of emotional upset at all times but wasnt aware of it until I stopped the medication 6 days ago.",emotional upset at all times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,cymbalta.47,5,"Bizarre sensations of profound guilt and regret about incidents from the past (childhood to adult), were constantly re-lived and extremely inflated to say the least.",Bizarre sensations of profound guilt and regret about incidents from the past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,cymbalta.47,6,I found myself on the verge of tears at all times.,on the verge of tears at all times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,cymbalta.47,7,"To add to the constant emotional upset, I can now attribute Cymbalta to frustrating memory lapses and a dramatic compromise in my cognitive abilities which I had mistakenly blamed on my pain medication.",constant emotional upset,frustrating memory lapses,a dramatic compromise in my cognitive abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,cymbalta.48,1,"turned into a raging maniac, i had nausea, cold/hot flashes.",raging maniac,nausea,cold/hot flashes,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,cymbalta.48,2,"I felt out of control, & disorientated.",out of control,disorientated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,cymbalta.48,3,"Also, headache,crying, insomnia, and I can't tell you all the side effects.",headache,crying,insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,cymbalta.49,1,"agitation; hostility; suicidial thoughts; increased pain; increased depression; muscle spasams in legs and feet; dry eye; increased blood pressure; heart palpitations; increased anxiety, etc Switched to Cymbalta because of claims that it helps with pain.",agitation,hostility,suicidial thoughts,increased pain,increased depression,muscle spasams in legs and feet,dry eye,increased blood pressure,heart palpitations,increased anxiety,,,,,,,,,,,,,,,,,,,,
1201,cymbalta.49,2,Side effects were terrible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,cymbalta.50,4,"Reality is I became a zombie, robot.","became a zombie, robot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,cymbalta.50,5,"I didn't truly feel, or really care about things I had a passion for.","didn't truly feel, or really care about things I had a passion for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,cymbalta.50,6,Less anxiety and depression but less life.,less life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,cymbalta.50,7,Just existed.,Just existed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,cymbalta.50,8,Went through motions.,Went through motions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,cymbalta.50,10,"sick of losing track of what I wanted to say, feeling of numbness, the constant need to sleep.",losing track of what I wanted to say,feeling of numbness,constant need to sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,cymbalta.50,11,I could sleep two days straight and still feel tired.,feel tired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,cymbalta.50,14,I want to feel even if it is depression.,want to feel,couldn't focus on anything,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,cymbalta.51,2,Totally horse tranq knocked out for 12hrs within 2hrs of tasking it couldn't focus on anything laid down and stayed there all day apart from running to the toilet with diarrhoea a few times.,Totally horse tranq knocked out for 12hrs,couldn't focus on anything,laid down and stayed there all day,diarrhoea a few times,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,cymbalta.51,3,Could sleep later without restless legs then slept for another 12hrs.,slept for another 12hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,cymbalta.52,1,Profuse sweating.,Profuse sweating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,cymbalta.52,2,"hot flashes, drowsy all of the time, brain fog, inability to concentrate, loss of sex drive, weight gain, constipation, muscle cramps, eye floaters.",hot flashes,drowsy all of the time,brain fog,inability to concentrate,loss of sex drive,weight gain,constipation,muscle cramps,eye floaters,,,,,,,,,,,,,,,,,,,,,
1214,cymbalta.52,10,I can barely walk up a couple of stairs without a deep burning and fatigue within my muscles.,barely walk up a couple of stairs,deep burning within my muscles,fatigue within my muscles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,cymbalta.53,2,"After a month I was upped to 60 mg. A week later I started getting agitated easily, my hair is shedding way more than usual.",getting agitated easily,hair is shedding way more than usual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,cymbalta.53,3,"I sweated like crazy, I felt even more depressed than ever , I became anti social and my anxiety worsened.",sweated like crazy,felt even more depressed than ever,became anti social,anxiety worsened,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,cymbalta.54,1,After the third day on 30 mg of this drug I felt like I was in a fog.,felt like I was in a fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,cymbalta.54,2,I was completely depleted of all energy.,completely depleted of all energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,cymbalta.54,3,It kept me up all night and I would sleep all day.,kept me up all night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,cymbalta.54,4,The first couple days are hard for me to even remember what went on.,hard to remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,cymbalta.54,6,Feeling this out of control is scary. ,Feeling this out of control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,cymbalta.55,1,Nausea.,Nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,cymbalta.55,2,Lots of nausea.,Lots of nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,cymbalta.55,3,"Also, a marked reduction in sexual response and sensation.",marked reduction in sexual response and sensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,cymbalta.55,4,"Also, spells of dizziness not associated with a change in position (randomly while sitting down or walking, not just upon standing up).",spells of dizziness not associated with a change in position ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,cymbalta.55,5,"No discernible effect on the depression after 8 weeks at recommended therapeutic dosage of 60 mg/day, at which point we decided that due to the already-present undesirable side effects, it would be a bad idea to try increasing the dose further.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,cymbalta.56,2,I had extreme anger and road rage.,extreme anger,road rage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,cymbalta.56,3,I literally screamed at a stranger over a parking spot.,screamed at a stranger ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,cymbalta.56,5,These behaviors are not like me at all.,behaviors are not like me at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,cymbalta.57,1,"only took it 2 days; had horrible migraine, dizziness, nausea and ringing in the ears.",horrible migraine,dizziness,nausea,ringing in the ears,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,cymbalta.57,2,I have stopped it and now on day 3 migraine is still with me.,migraine is still with me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,cymbalta.58,3,It is horrible to try and go off of.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,cymbalta.59,1,felt physically ill during the first 3 weeks at 60 mg on this med.,felt physically ill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,cymbalta.59,2,"While that subsided, I then felt a progressive feeling of being in a general stupor.",general stupor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,cymbalta.59,3,"Lethargy, significant effects on short-term memory to the point it was affecting my ability to work efficiently.",Lethargy,significant effects on short-term memory,affecting my ability to work efficiently,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,cymbalta.60,1,"Brain zaps,dizziness, couldn't sleep,u name it I had!",Brain zaps,dizziness,couldn't sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,cymbalta.61,1,"Irritability, sleeplessness.",Irritability,sleeplessness,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,cymbalta.61,3,I made a suicide attempt while on it and it is my opinion it was the cause that pushed me over the edge.,suicide attempt,pushed me over the edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,cymbalta.62,1,Did not help my depression and caused me to have suicidal thoughts.,suicidal thoughts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,cymbalta.62,3,"I had chest pain, heart palpitations, vomiting, headache, rage, mood swings, and more.",chest pain,heart palpitations,vomiting,headache,rage,mood swings,,,,,,,,,,,,,,,,,,,,,,,,
1241,cymbalta.63,1,"Loss of appetite, constipation, tiredness, loss of emotional capabilities aka zombie, general numbness, lack of sexual interest.",Loss of appetite,constipation,tiredness,loss of emotional capabilities ,zombie,general numbness,lack of sexual interest,,,,,,,,,,,,,,,,,,,,,,,
1242,cymbalta.63,2,"when I finally stopped taking this stuff after losing five years of my life to it, I now have joint pain that makes it difficult to do anything.",joint pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,cymbalta.63,3,I am very frustrated that this stuff has permanent consequences in joint pain which I have never experienced before.,permanent consequences in joint pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,cymbalta.64,1,"nausea (at first), constipation, dizziness, NEVER sleep, always yawning and tired, very mean, hostile and aggressive when upset about something, very very bad night sweats.",nausea (at first),constipation,dizziness,NEVER sleep,always yawning,always tired,very mean,hostile ,aggressive,very very bad night sweats,,,,,,,,,,,,,,,,,,,,
1245,cymbalta.64,2,I have been on Cymbalta for about 2 months now and I feel like I am losing my mind.,feel like losing mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,cymbalta.64,4,While being on this medication I have no control over my emotions or my actions when I get emotional.,no control over my emotions,no control over my actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,cymbalta.64,5,I have never been a physical person and I do not think twice to hit someone if I am really hurt.,do not think twice to hit someone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,cymbalta.64,6,I am pushing the people who I am closest to away.,pushing the people who I am closest to away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,cymbalta.64,7,After I have an episode I feel like I was drunk and have NO IDEA why I did it!,feel like I was drunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,cymbalta.65,1,"Horrible insomnia, highly depressive and suicidal feelings, inability to orgasm, loss of energy, exhaustion.",Horrible insomnia,highly depressive,suicidal feelings,inability to orgasm,loss of energy,exhaustion,,,,,,,,,,,,,,,,,,,,,,,,
1251,cymbalta.65,2,"I took this medicine for about a month, and during that month I did not sleep more than 5 hours a night.",during that month did not sleep more than 5 hours a night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,cymbalta.65,3,I woke up at least 5 or 6 times every night.,woke up at least 5 or 6 times every night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,cymbalta.65,5,I felt weak and exhausted and unable to keep up with normal days.,felt weak,felt exhausted,unable to keep up with normal days,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,cymbalta.65,6,"I took so many short naps, but nothing helped.",took so many short naps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,cymbalta.65,7,"My feelings of depression, which Cymbalta was supossed to fix, were increased and I found myself contemplating sucidial or destructive actions a lot.",depression were increased ,contemplating sucidial actions a lot,contemplating destructive actions a lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,cymbalta.65,9,"Another thing that bothered me, well a lot, was I was unable to orgasm.",unable to orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,cymbalta.65,12,"Overall, the drug gave me a bad feeling.", bad feeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,cymbalta.66,1,"med helped for a while, but I gained about 30lbs in the midsection.",gained about 30lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,cymbalta.67,1,"WEIGHT GAIN DESPITE REDUCED CALORIE INTAKE, frequent nausea, vivid dreams to the point that is difficult to wake from them, head rush that made me think I was having a stroke, disassociation, spaciness, horrible withdrawal symptoms-so NOT quit suddenly or on your own.",WEIGHT GAIN ,frequent nausea,vivid dreams to the point that is difficult to wake from them,head rush that made me think I was having a stroke,disassociation,spaciness,,,,,,,,,,,,,,,,,,,,,,,,
1260,cymbalta.68,1,"shaky, weak, felt like I was going to faint if I stood at all.",shaky,weak,felt like I was going to faint if I stood at all,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,cymbalta.68,2,"""Cold"" sweat, flu-like symptoms.","""Cold"" sweat",flu-like symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,cymbalta.69,1,"Nausea at first, started out at 60mg Also on Topomax x2 a day, and Seroquel 50mg at night.",nausea at first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,cymbalta.69,2,"Then as time went over the past few months, since no improvement in depression Doctor upped dose to 120mg, I feel more like an emotional zombie.",feel like an emotional zombie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,cymbalta.69,4,Emotionally and sexually flat-lined.,Emotionally flat-lined,sexually flat-lined,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,cymbalta.69,5,Just kind of existing day by day.,existing day by day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,cymbalta.69,6,Had lost 50lbs on my own dieting prior to meds and now gained back 30lbs which adds to my feeling down.,gained back 30lbs,adds to my feeling down,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,cymbalta.69,7,No thoughts of suicide just deeper depression.,deeper depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,cymbalta.69,9,"My fatigue and down time is still present, no suicide thoughts but just NO enjoyment in anything.",NO enjoyment in anything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,cymbalta.69,10,I'm slowly gaining back weight I struggled very hard to lose and its driving me even more down in the dumps.,slowly gaining back weight,its driving me even more down in the dumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,cymbalta.70,1,"Extremely tired, low motivation and energy.",Extremely tired,low motivation,low energy,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,cymbalta.70,2,"NO LIBIDO, anxiety, s/s of OCD ie biting nails and lips, lightheadedness/dizzy, occasional nausea.",NO LIBIDO,anxiety,OCD,biting nails,biting lips,lightheadedness,dizzy,occasional nausea,,,,,,,,,,,,,,,,,,,,,,
1272,cymbalta.70,7,Eventually increasing dose to 90)  I have actually felt more tired during day and difficulty with sleeping.,felt more tired,difficulty with sleeping,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,cymbalta.71,1,loss of appetite.,loss of appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,cymbalta.71,2,shortened attention span.,shortened attention span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,cymbalta.71,3,since i started taking cymbalta i've found that no food sounds desirable and i keep waking up in the middle of the night.,no food sounds desirable,keep waking up in the middle of the night,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,cymbalta.71,4,i have no sex drive.,no sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,cymbalta.72,1,"In a constant fog, inability to concentrate, no libido, memory loss, night sweats and vivid nightmares(in the first month, stopped eventually).",In a constant fog,inability to concentrate,no libido,memory loss,night sweats,vivid nightmares,,,,,,,,,,,,,,,,,,,,,,,,
1278,cymbalta.72,5,I have never in my life had such a hard time getting motivated (even with anxiety and depression).,hard time getting motivated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,cymbalta.72,6,I am constantly forgetting words and always feel like I'm in a fog.,constantly forgetting words,always feel like I'm in a fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,cymbalta.72,7,I barely remember the last 3.5 months.,barely remember the last 3.5 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,cymbalta.72,8,I would sit down to study for class and forget what I just read.,forget what I just read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,cymbalta.73,2,Cymbalta did not solve my sleepiness and just added many uncomfortable side effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,cymbalta.73,3,"I have intense sweating, sleep disturbances, feeling spacey and dizzy, sleeping 2-3 hours during the day because of ""brain fuzz"".",intense sweating,sleep disturbances,feeling spacey,dizzy,sleeping 2-3 hours during the day,brain fuzz,,,,,,,,,,,,,,,,,,,,,,,,
1284,cymbalta.74,1,"Lethargy, lack of concentration, brain zaps, nausea.",lethargy,lack of concentration,brain zaps,nausea,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,cymbalta.74,2,Initially helped with depression but after a while just felt spaced out and tired all the time.,felt spaced out,tired all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,cymbalta.75,1,"Constipation, get some strange feeling in the head at times like nothing ever experienced, fatigue, weight gain.",Constipation,some strange feeling in the head at times,fatigue,weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,cymbalta.76,3,"Doubling the I felt emotionally flat, no emotion.",Emotionally flat,no emotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,cymbalta.76,4,"I had impulsivity, I think just to see if I could get some feeling.",impulsivity,if I could get some feeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,cymbalta.76,5,Constipation was awful with a large weight gain that put me out of all clothes save sweats.,constipation,large weight gain,sweats,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,cymbalta.76,6,"I had balance issues, and would get the shakes before my second dose.",balance issues,shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,cymbalta.76,14,I also had a sudden hearing loss experience and am now totally deaf in my left ear; it is sensioneural and will never return.,sudden hearing loss experience,totally deaf in left ear,sensioneural ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,cymbalta.76,15,I don't know if it is related but I lost my job because of it.,lost of my job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,cymbalta.77,1,"After 3 days my tongue was triple in size and a dark maroon color vivid dreams weird and wild,sores on tongue,no crying,head aches were gone.",tongue was triple in size,tongue was a dark maroon color,vivid dreams weird and wild,sores on tongue,no crying,head aches were gone,,,,,,,,,,,,,,,,,,,,,,,,
1294,cymbalta.77,2,I liked that it made me seem emotionally detached events happened that would normally make me burst into tears but with Cymbalta I was emotionally free.,emotionally detached,emotion free,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,cymbalta.77,3,I had less headaches I hate that I had a reaction to it and my doctor took me off of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,cymbalta.78,1,Worst side effect of this med is insomnia.,insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,cymbalta.78,2,Cannot get off to sleep although very tired.,cannot get off to sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,cymbalta.78,3,Drowsy during the day.,drowsy during the day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,cymbalta.78,4,At first I had constipation and lethargy.,at first constipation,at first lethargy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,cymbalta.79,1,Extreme sleepiness and tiredness.,extreme sleepiness,extreme tiredness,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,cymbalta.79,2,Some bouts of sudden depression and anxiety while on it.,bouts of suddent depression,bouts of sudden anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,cymbalta.79,3,"Intense feelings meaning whenever I was happy, I was extremely happy and sad I was extremely depressed and crying.",intense feelings,"whenever I was happy, I was extremely happy and sad I was extremely depressed and crying",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,cymbalta.79,4,Wild dreams.,Wild dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,cymbalta.79,8,I was hitting caffeine everyday on this med Made me extremely tired especially more while weaning off lexapro with the combination of the two drugs.,extremely tired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,cymbalta.80,1,"Fatigue, extreme changes in body temperature (hot to cold), slight headache, insomnia, agitation and anxiousness, fidgeting, food tasting odd and loss of concentration.",Fatigue,extreme changes in body temperature (hot to cold),slight headache,insomnia,agitation,anxiousness,fidgeting,food tasting odd,loss of concentration,,,,,,,,,,,,,,,,,,,,,
1306,cymbalta.80,2,The side effects are worse than the benefits.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,cymbalta.80,4,I was not prepared to endure the side effects for 2-4 weeks to see whether the drug would work or not.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,cymbalta.80,5,I can't see how it can be an anti-depressant when some of the side effects are depressive thoughts and actions.,depressive thoughts,depressive actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,cymbalta.81,1,"fatigue,irritability,lack of appetite(without weight loss).",fatigue,irritability,lack of appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,cymbalta.81,2,"Started at 30mg and increased to 60mg Very bad fatigue Week#1 then a little less during Week#2, especially in afternoons.",very bad fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,cymbalta.81,3,"No impressive mood benefits, just drawbacks: the most notable was irritability everyday with a general negative outlook and being easily angered.",irritability everyday,general negative outlook,being easily angered,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,cymbalta.82,1,Cymbalta made my nervousness and depression worse!,nervousness worse,depression Worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,cymbalta.83,1,"Dizzy, light headed, foggy brain, just stoned!",dizzy,light headed,foggy brain,stoned,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,cymbalta.83,2,Exausted too!,exausted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,cymbalta.83,3,"Dizzy, light headed, foggy brain, just stoned!",Dizzy,light headed,foggy brain,stoned,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,cymbalta.83,5,"Dizzy, light headed, foggy brain, just stoned!",dizzy ,light headed,foggy brain,just stoned,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,cymbalta.83,6,Exausted too!,exhausted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,cymbalta.83,8,"Yes, it did take the anxiety away, but it's making mashed potatoes out of my brain.",making mased potatoes out of my brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,cymbalta.83,14,I cant stay home being stoned and exausted over this medicine.,cant stay home being stoned,exausted,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,cymbalta.84,2,"I feel sluggish,unmotivated,and still have depression,aniexty and pain.",feel sluggish,unmotivated,anxiety,pain,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,cymbalta.86,1,nausea at first only.,nausea at first only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,cymbalta.87,1,"can't stop yawning, wake up in the middle of the night, am so tired during the day.",can't stop yawning,wake up in the middle of the night,so tired during the day,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,cymbalta.87,2,like a zombie.,like a zombie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,cymbalta.87,3,i've not even been taking it for a week but i dont know if i can deal with the side effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,cymbalta.87,4,"im exausted during the day, waking up in the night.",exausted during the day,waking up in the night,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,cymbalta.87,6,"totally constipated, i mean big time.",totally constipated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,cymbalta.88,1,"Very Sleepy throughout the day,nauseous,pain actually got worse,could not sleep good at night, WITHDRAWEL EFFECTS ONLY AFTER TAKING FOR 10 DAYS!",Very Sleepy throughout the day,nauseous,pain actually got worse,could not sleep good at night,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,cymbalta.89,1,Brain shocks in the beginning with insomnia.,brain shocks in the beginning,"insomnia, in the beginning",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,cymbalta.89,2,"Loss of appetite, and more thirsty than usual.",Loss of appetite,more thirsty than usual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,cymbalta.89,3,Decrease in Libido.,Decrease in Libido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,cymbalta.89,6,"Ever since I have been on it, I have not had one good night sleep.",have not had one good night sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,cymbalta.89,7,I wake up about every two hours and am very restless throughout the night.,wake up about every two hours,very restless throughout the night,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,cymbalta.89,8,I have also had night sweats on a few occasions.,night sweats on a few occasion ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,cymbalta.89,9,There were times where it made me feel even more anxious than I already was.,feel even more anxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,cymbalta.90,2,Emotionally numb.,Emotionally numb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
